fund_name,asset_universe,method,date,turnover
equity_min_variance,equity,min_variance,2021-07-01,0.19977960061630673
equity_min_variance,equity,min_variance,2021-08-02,0.07783296763323866
equity_min_variance,equity,min_variance,2021-09-01,0.05538140273800378
equity_min_variance,equity,min_variance,2021-10-01,0.18021095825047206
equity_min_variance,equity,min_variance,2021-11-01,0.20753373938562952
equity_min_variance,equity,min_variance,2021-12-01,0.1931430378645057
equity_min_variance,equity,min_variance,2022-01-03,0.12994316778553655
equity_min_variance,equity,min_variance,2022-02-01,0.2879313060826708
equity_min_variance,equity,min_variance,2022-03-01,0.2779871465804159
equity_min_variance,equity,min_variance,2022-04-01,0.1386118406873529
equity_min_variance,equity,min_variance,2022-05-02,0.22770380319499267
equity_min_variance,equity,min_variance,2022-06-01,0.23806673156939231
equity_min_variance,equity,min_variance,2022-07-01,0.13430931998736473
equity_min_variance,equity,min_variance,2022-08-01,0.06809943823953496
equity_min_variance,equity,min_variance,2022-09-01,0.17057280292499852
equity_min_variance,equity,min_variance,2022-10-03,0.18652239923595365
equity_min_variance,equity,min_variance,2022-11-01,0.1521604461984714
equity_min_variance,equity,min_variance,2022-12-01,0.12850146521042738
equity_min_variance,equity,min_variance,2023-01-03,0.05610322996667272
equity_min_variance,equity,min_variance,2023-02-01,0.08138492194457873
equity_min_variance,equity,min_variance,2023-03-01,0.10062277613758114
equity_min_variance,equity,min_variance,2023-04-03,0.09540485441355237
equity_min_variance,equity,min_variance,2023-05-01,0.09922261487057556
equity_min_variance,equity,min_variance,2023-06-01,0.15262822954309685
equity_min_variance,equity,min_variance,2023-07-03,0.1256579666713139
equity_min_variance,equity,min_variance,2023-08-01,0.05124525079216547
equity_min_variance,equity,min_variance,2023-09-01,0.10261529325010876
equity_min_variance,equity,min_variance,2023-10-02,0.08334130182240347
equity_min_variance,equity,min_variance,2023-11-01,0.10226406416632751
equity_min_variance,equity,min_variance,2023-12-01,0.1396367443719143
